Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün puan sayısı (product.metafields.reviews.rating_count),Renk (product.metafields.shopify.color-pattern),Hedef Cinsiyet (product.metafields.shopify.target-gender),Tamamlayıcı ürünler (product.metafields.shopify--discovery--product_recommendation.complementary_products),Alakalı ürünler (product.metafields.shopify--discovery--product_recommendation.related_products),İlgili ürün ayarları (product.metafields.shopify--discovery--product_recommendation.related_products_display),Ürün tanıtımlarında ara (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
acar-feel-good-emaye-kar-t-rma-kab-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c1e63ba5-b6c8-42e2-a1f1-f24fcb262f74.jpg?v=1746215799,2,ACAR Feel Good Emaye Karıştırma Kabı - cm - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-feel-good-emaye-kar-t-rma-kab-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_47c90226-7524-4a6b-927e-7c860fa3183f.jpg?v=1746215799,3,ACAR Feel Good Emaye Karıştırma Kabı - cm - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-feel-good-emaye-kar-t-rma-kab-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_62c20433-ddda-41b1-a31f-b09b85942f9b.jpg?v=1746215799,4,ACAR Feel Good Emaye Karıştırma Kabı - cm - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-feel-good-emaye-kar-t-rma-kab-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_700b2167-90ea-4e6f-b6c3-fd1eb2def721.jpg?v=1746215799,5,ACAR Feel Good Emaye Karıştırma Kabı - cm - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-vera-emaye-aydanl-k-tak-m,ACAR Vera Emaye Çaydanlık Takımı,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Emaye</li>
  <li>
<strong>Renk:</strong> Çok Renkli</li>
  <li>
<strong>Hacim:</strong> 2 L</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakÇay ve Kahve DemlemeÇaydanlıkACAR ÇaydanlıkVera Emaye Çaydanlık Takımı,"EvveMobilyaSofra&Mut, TrendyolACAREvveMobi, ÇokRenkli",true,Title,Default Title,,,,,,,,acar-vera-emaye-aydanl-k-tak-m,500.0,shopify,50,deny,manual,1207.38,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4d51c72e-68eb-413a-82dc-bc5486686247.jpg?v=1746215759,1,ACAR Vera Emaye Çaydanlık Takımı,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
acar-vera-emaye-aydanl-k-tak-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6eafbf75-5d1a-4e5d-836e-da1c7632f519.jpg?v=1746215759,2,ACAR Vera Emaye Çaydanlık Takımı - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-vera-emaye-aydanl-k-tak-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_821f93e8-7fd8-4844-8baf-de1914e0cad8.jpg?v=1746215759,3,ACAR Vera Emaye Çaydanlık Takımı - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-vera-emaye-aydanl-k-tak-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2733a683-5a01-421e-b9f6-0bbdda43d737.jpg?v=1746215759,4,ACAR Vera Emaye Çaydanlık Takımı - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-lovemaye-aydanl-k-tak-m-lt,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Emaye</li>
  <li>
<strong>Renk:</strong> Çok Renkli</li>
  <li>
<strong>Hacim:</strong> 3 L</li>
  <li>
<strong>Menşei:</strong> CN</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Acar Züccaciye Dış Tic. Ltd. Şti. Mahmutbey Mh. 2413 Sk. Öksüzoğulları Plaza E1 Blok No:5-101 Mahmutbey / Bağcılar - İstanbul iletisim@acarmutfak.</li>
  <li>
<strong>Gıda Temas Sembolü:</strong> Evet</li>
  <li>
<strong>Bakım Talimatları (Gıda Temas):</strong> Mikrodalga fırında kullanılamaz.</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakÇay ve Kahve DemlemeÇaydanlıkACAR ÇaydanlıkMade With Love Emaye Çaydanlık Takımı - 1/2 Lt,"EvveMobilyaSofra&Mut, TrendyolACAREvveMobi, ÇokRenkli",true,Title,Default Title,,,,,,,,acar-made-with-lovemaye-aydanl-k-tak-m-lt,500.0,shopify,50,deny,manual,1586.88,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2a18f4bb-462a-4c73-a663-f9983215d08d.jpg?v=1746215709,1,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
acar-made-with-lovemaye-aydanl-k-tak-m-lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9e7caa71-8609-477a-a034-ef6fae63abdd.jpg?v=1746215709,2,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-lovemaye-aydanl-k-tak-m-lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5c3fee4c-ae43-435d-9eee-722e6c9e80e1.jpg?v=1746215709,3,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-lovemaye-aydanl-k-tak-m-lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_aba1dcec-b4f1-4f12-a466-792c33e2dd8e.jpg?v=1746215709,4,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-lovemaye-aydanl-k-tak-m-lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_0fc49014-91b9-4c11-9f40-66bce115640c.jpg?v=1746215709,5,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-lovemaye-aydanl-k-tak-m-lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_7e2f289f-f587-4f4a-b754-411bdfe00995.jpg?v=1746215709,6,ACAR Made With Lovemaye Çaydanlık Takımı - /Lt - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Porselen</li>
  <li>
<strong>Hacim:</strong> 2500 ml</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakÇay ve Kahve DemlemeDemlikACAR DemlikMade With Love Kuğu Model Emaye Demlik Seti - 2.5 L,"EvveMobilyaSofra&Mut, TrendyolACAREvveMobi",true,Title,Default Title,,,,,,,,acar-made-with-love-ku-u-model-emaye-demlik-seti-l,500.0,shopify,30,deny,manual,1471.88,1279.90,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_cc2ed5aa-741d-477b-b713-e7e0a8b903e0.jpg?v=1746215669,1,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L,false,,,Home & Living,,,,New,,,,,,,,,,,,,,,,g,,,active
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_47345dae-abc7-4fb9-bf45-a23f84db0fd6.jpg?v=1746215669,2,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_59a8c649-8ac5-4162-8f0e-078e8e194345.jpg?v=1746215669,3,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ea39f395-18dc-42f1-a7c2-fa9aee7d3439.jpg?v=1746215669,4,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_03012a06-0fa4-412d-b29b-5bb5a776f048.jpg?v=1746215669,5,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-made-with-love-ku-u-model-emaye-demlik-seti-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4ce84fdf-37ac-429d-add1-d88e40cf2e0c.jpg?v=1746215669,6,ACAR Made With Love Kuğu Model Emaye Demlik Seti - L - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,ACAR Pure White Parça Porselen Kahvaltılık,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Parça Sayısı:</strong> 6-10</li>
  <li>
<strong>Renk:</strong> Beyaz</li>
  <li>
<strong>Menşei:</strong> CN</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakMutfak Saklama DüzenlemeKahvaltılıkACAR KahvaltılıkPure White 13 Parça Porselen Kahvaltılık,"Beyaz, EvveMobilyaSofra&Mut, TrendyolACAREvveMobi",true,Title,Default Title,,,,,,,,acar-pure-white-par-a-porselen-kahvalt-l-k,500.0,shopify,50,deny,manual,1435.20,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_1efad04f-2615-4c0d-a89a-4d0a85e03bf6.jpg?v=1746215631,1,ACAR Pure White Parça Porselen Kahvaltılık,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_141fff03-82c4-47be-ad11-ab5da204e1e5.jpg?v=1746215631,2,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ed058784-f9ea-4374-8fed-ddf4d390dd5c.jpg?v=1746215631,3,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_1114925f-549e-4988-b0c3-7cfadbc5e3f5.jpg?v=1746215631,4,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_d9f3c094-a03a-4ef8-b7b6-0591e42fc00a.jpg?v=1746215631,5,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f0212b22-531b-4edf-b517-a49090c6a4bc.jpg?v=1746215631,6,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
acar-pure-white-par-a-porselen-kahvalt-l-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f8431b28-3256-47d2-bc4d-40a26c7cdd5b.jpg?v=1746215631,7,ACAR Pure White Parça Porselen Kahvaltılık - Görsel 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-sobeska-l-el-havlusu-xcm-bej-ekru,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Pamuklu</li>
  <li>
<strong>Parça Sayısı:</strong> 1</li>
  <li>
<strong>Boyut/Ebat:</strong> 30 x 50</li>
  <li>
<strong>Renk:</strong> Kahverengi</li>
  <li>
<strong>Havlu Tipi:</strong> El Havlusu</li>
  <li>
<strong>Desen:</strong> Düz</li>
  <li>
<strong>Setli/Tekil:</strong> Setli Ürün</li>
  <li>
<strong>Yıkama Talimatı:</strong> Type 0</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Ev ve MobilyaBanyoBanyo TekstiliHavlu & Havlu SetiChakra Havlu & Havlu SetiSobeska 3'lü El Havlusu 30x50 cm Bej/Ekru,"EvveMobilyaBanyoBany, Kahverengi, TrendyolChakraEvveMo",true,Title,Default Title,,,,,,,,chakra-sobeska-l-el-havlusu-xcm-bej-ekru,500.0,shopify,50,deny,manual,688.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_31792470-67bb-44f8-a3c9-20915f5c2f7e.jpg?v=1746215527,1,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chakra-sobeska-l-el-havlusu-xcm-bej-ekru,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_828357b9-5619-48ad-9dcc-29e3f4e00066.jpg?v=1746215527,2,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-sobeska-l-el-havlusu-xcm-bej-ekru,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_d3119a84-0775-49b7-a57a-083791f7ba0b.jpg?v=1746215527,3,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-sobeska-l-el-havlusu-xcm-bej-ekru,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_da0b6f6e-80f2-47b4-b53c-43b6dbeb93c2.jpg?v=1746215527,4,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-sobeska-l-el-havlusu-xcm-bej-ekru,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_bc489513-7a8e-4283-9f45-d6ef5fac2bca.jpg?v=1746215527,5,Chakra Sobeska 'lü El Havlusu xcm Bej/Ekru - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-li-kirpi-kurutma-topu-beyaz,Chakra 'li Kirpi Kurutma Topu Beyaz,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Plastik</li>
  <li>
<strong>Renk:</strong> Beyaz</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Ev ve MobilyaBanyoBanyo AksesuarlarıBanyo DüzenleyiciChakra Banyo Düzenleyici2'li Kirpi Kurutma Topu Beyaz,"Beyaz, EvveMobilyaBanyoBany, TrendyolChakraEvveMo",true,Title,Default Title,,,,,,,,chakra-li-kirpi-kurutma-topu-beyaz,500.0,shopify,50,deny,manual,378.81,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_327486b9-90bc-4687-8a4b-64e3b8791fcd.jpg?v=1746215496,1,Chakra 'li Kirpi Kurutma Topu Beyaz,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chakra-li-kirpi-kurutma-topu-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_51c9c411-20dc-45c3-b874-7485592fda2a.jpg?v=1746215496,2,Chakra 'li Kirpi Kurutma Topu Beyaz - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-li-kirpi-kurutma-topu-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_100aa519-b71f-4f6e-93ee-489ee57bf74c.jpg?v=1746215496,3,Chakra 'li Kirpi Kurutma Topu Beyaz - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-li-kirpi-kurutma-topu-beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_83e13a7e-76b1-4f61-8ce9-091713a865ae.jpg?v=1746215496,4,Chakra 'li Kirpi Kurutma Topu Beyaz - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-oda-kokusu-ml-powder-pleasure,Chakra Oda Kokusu ml Powder Pleasure,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Türü:</strong> Oda Spreyi</li>
  <li>
<strong>Koku Aroması:</strong> Adaçayı</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,SüpermarketEv Bakım ve TemizlikEv Temizlik ÜrünleriOda ve Araba KokusuOda KokusuChakra Oda KokusuOda Kokusu 500 ml Powder Pleasure,"SüpermarketEvBakımve, TrendyolChakraSüperm",true,Title,Default Title,,,,,,,,chakra-oda-kokusu-ml-powder-pleasure,500.0,shopify,30,deny,manual,572.01,497.40,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_1f8e0d62-24bd-4641-8c55-cb2ce686e332.jpg?v=1746215468,1,Chakra Oda Kokusu ml Powder Pleasure,false,,,Home & Living,,,,New,,,,,,,,,,,,,,,,g,,,active
chakra-oda-kokusu-ml-powder-pleasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_149618fc-aa23-467b-9396-9c0c55e9d938.jpg?v=1746215468,2,Chakra Oda Kokusu ml Powder Pleasure - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-oda-kokusu-ml-oriental-amber,Chakra Oda Kokusu ml Oriental Amber,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Türü:</strong> Oda Spreyi</li>
  <li>
<strong>Koku Aroması:</strong> Adaçayı</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,SüpermarketEv Bakım ve TemizlikEv Temizlik ÜrünleriOda ve Araba KokusuOda KokusuChakra Oda KokusuOda Kokusu 500 ml Oriental Amber,"SüpermarketEvBakımve, TrendyolChakraSüperm",true,Title,Default Title,,,,,,,,chakra-oda-kokusu-ml-oriental-amber,500.0,shopify,30,deny,manual,482.99,419.99,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_44426685-f9a0-4417-8388-be770f3939b7.jpg?v=1746215447,1,Chakra Oda Kokusu ml Oriental Amber,false,,,Home & Living,,,,New,,,,,,,,,,,,,,,,g,,,active
chakra-oda-kokusu-ml-oriental-amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c4ffc59d-2e18-480a-932c-ca8a99888d05.jpg?v=1746215447,2,Chakra Oda Kokusu ml Oriental Amber - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
chakra-oda-kokusu-ml-soft-linen,Chakra Oda Kokusu ml Soft Linen,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Türü:</strong> Oda Spreyi</li>
  <li>
<strong>Koku Aroması:</strong> Adaçayı</li>
  <li>
<strong>Diğer Özellikler:</strong> Oda spreyi</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,SüpermarketEv Bakım ve TemizlikEv Temizlik ÜrünleriOda ve Araba KokusuOda KokusuChakra Oda KokusuOda Kokusu 500 ml Soft Linen,"SüpermarketEvBakımve, TrendyolChakraSüperm",true,Title,Default Title,,,,,,,,chakra-oda-kokusu-ml-soft-linen,500.0,shopify,30,deny,manual,482.99,419.99,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ead83a39-4a24-4bd8-ab56-92e8e7906be0.jpg?v=1746215415,1,Chakra Oda Kokusu ml Soft Linen,false,,,Home & Living,,,,New,,,,,,,,,,,,,,,,g,,,active
chakra-oda-kokusu-ml-soft-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_15f82fbb-0630-4617-94c2-4854d5c6cb9e.jpg?v=1746215415,2,Chakra Oda Kokusu ml Soft Linen - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-tahya-porselen-moderna-par-a-cm-d-z-tabak-ye-il,Kütahya Porselen Moderna Parça Cm Düz Tabak Yeşil,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Porselen</li>
  <li>
<strong>Parça Sayısı:</strong> 6</li>
  <li>
<strong>Renk:</strong> Yeşil</li>
  <li>
<strong>Boyut/Ebat:</strong> 21 x 21</li>
  <li>
<strong>Özellik:</strong> Mikrodalgada Kullanılabilir</li>
  <li>
<strong>Tema / Stil:</strong> Modern</li>
  <li>
<strong>Şekil:</strong> Yuvarlak</li>
  <li>
<strong>Ürün Tipi:</strong> Pasta Tabağı</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakSofraTabakYemek TabağıKütahya Porselen Yemek TabağıModerna 6 Parça 19 Cm Düz Tabak Yeşil,"EvveMobilyaSofra&Mut, TrendyolKütahyaPorse, Yeşil",true,Title,Default Title,,,,,,,,k-tahya-porselen-moderna-par-a-cm-d-z-tabak-ye-il,500.0,shopify,50,deny,manual,620.86,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_731e109d-c2d1-4f8d-a978-4fb82038fad0.jpg?v=1746215357,1,Kütahya Porselen Moderna Parça Cm Düz Tabak Yeşil,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
k-tahya-porselen-moderna-par-a-cm-d-z-tabak-ye-il,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b989eab0-a9a1-43dd-8562-f91db49ebecc.jpg?v=1746215357,2,Kütahya Porselen Moderna Parça Cm Düz Tabak Yeşil - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi-it-seramik-z-ccaciyediveren-i-e-i-adet-yuvarlakahvalt-taba,Yiğit Seramik Züccaciyediveren Çiçeği Adet Yuvarlakahvaltı Tabağı,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Materyal:</strong> Seramik</li>
  <li>
<strong>Parça Sayısı:</strong> 6</li>
  <li>
<strong>Renk:</strong> Mavi</li>
  <li>
<strong>Boyut/Ebat:</strong> 12 x 12</li>
  <li>
<strong>Özellik:</strong> Mikrodalgada Kullanılabilir</li>
  <li>
<strong>Tema / Stil:</strong> Modern</li>
  <li>
<strong>Şekil:</strong> Yuvarlak</li>
  <li>
<strong>Ürün Tipi:</strong> Çukur Tabak</li>
</ul>",turmarkt,,Ev ve MobilyaSofra & MutfakSofraTabakYemek TabağıYiğit Seramik Züccaciye Yemek TabağıYediveren Çiçeği 6 Adet Yuvarlak Kahvaltı Tabağı,"EvveMobilyaSofra&Mut, Mavi, TrendyolYiğitSeramik",true,Title,Default Title,,,,,,,,yi-it-seramik-z-ccaciyediveren-i-e-i-adet-yuvarlakahvalt-taba,500.0,shopify,50,deny,manual,343.73,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_86a2636e-c999-41b6-ac93-34b4f151cf48.jpg?v=1746215309,1,Yiğit Seramik Züccaciyediveren Çiçeği Adet Yuvarlakahvaltı Tabağı,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
yi-it-seramik-z-ccaciyediveren-i-e-i-adet-yuvarlakahvalt-taba,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c8c7fdef-a5bd-439f-ad5a-4adefa1f8516.jpg?v=1746215309,2,Yiğit Seramik Züccaciyediveren Çiçeği Adet Yuvarlakahvaltı Tabağı - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi-it-seramik-z-ccaciyediveren-i-e-i-adet-yuvarlakahvalt-taba,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_66736cb9-0b00-4b4f-8635-eeb4acba82b0.jpg?v=1746215309,3,Yiğit Seramik Züccaciyediveren Çiçeği Adet Yuvarlakahvaltı Tabağı - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
